"id","EAP","HPL","MWS"
"id14167",0.58,0.04,0.38
"id14168",0.58,0,0.42
"id14171",0.52,0.14,0.34
"id14172",0.92,0.02,0.06
"id14173",0.28,0.64,0.08
"id14176",0.82,0.04,0.14
"id14177",0.72,0.14,0.14
"id14180",0.84,0.1,0.06
"id14181",0.16,0.7,0.14
"id14183",0.4,0.16,0.44
"id14202",0.3,0.36,0.34
"id14204",0.18,0.62,0.2
"id14218",0.16,0.36,0.48
"id14228",0.28,0.64,0.08
"id14235",0.38,0.18,0.44
"id14237",0.68,0.06,0.26
"id14239",0.5,0.3,0.2
"id14241",0.2,0.48,0.32
"id14242",0.62,0.08,0.3
"id14243",0.34,0.54,0.12
"id14244",1,0,0
"id14245",0.9,0.1,0
"id14247",0.52,0.08,0.4
"id14248",0.88,0.04,0.08
"id14249",0.6,0.22,0.18
"id14250",0.44,0.52,0.04
"id14252",0.4,0.06,0.54
"id14254",0.64,0.26,0.1
"id14256",0.34,0.14,0.52
"id14258",0.86,0,0.14
"id14264",0.56,0.22,0.22
"id14265",0.84,0.14,0.02
"id14276",0.24,0.44,0.32
"id14278",0.5,0.26,0.24
"id14281",0.44,0.24,0.32
"id14293",0.44,0.04,0.52
"id14296",0.32,0.38,0.3
"id14297",0.36,0.48,0.16
"id14299",0.26,0.08,0.66
"id14306",0.24,0.66,0.1
"id14309",0.58,0.36,0.06
"id14311",0.8,0.18,0.02
"id14317",0.22,0.24,0.54
"id14319",0.54,0.32,0.14
"id14322",0.62,0.2,0.18
"id14323",0.78,0.14,0.08
"id14328",0.42,0.42,0.16
"id14332",0.18,0.68,0.14
"id14335",0.34,0.18,0.48
"id14339",0.8,0.06,0.14
"id14343",0.72,0.06,0.22
"id14345",0.66,0.2,0.14
"id14347",0.36,0.48,0.16
"id14350",0.52,0.46,0.02
"id14355",0.52,0.34,0.14
"id14357",0.46,0.3,0.24
"id14358",0.46,0.42,0.12
"id14361",0.28,0.34,0.38
"id14362",0.24,0.64,0.12
"id14367",0.34,0.2,0.46
"id14369",0.3,0.28,0.42
"id14375",0.42,0.36,0.22
"id14386",0.1,0.36,0.54
"id14390",0.5,0.28,0.22
"id14395",0.1,0.7,0.2
"id14397",0.48,0.28,0.24
"id14402",0.18,0.14,0.68
"id14404",0.44,0.34,0.22
"id14406",0.3,0.04,0.66
"id14408",0.86,0.08,0.06
"id14413",0.6,0.02,0.38
"id14416",1,0,0
"id14419",0.3,0.66,0.04
"id14421",0.84,0.08,0.08
"id14423",0.42,0.44,0.14
"id14430",0.5,0.24,0.26
"id14431",0.48,0.42,0.1
"id14436",0.48,0.46,0.06
"id14440",0.56,0.34,0.1
"id14444",0.56,0.14,0.3
"id14445",0.56,0.02,0.42
"id14450",0.16,0.5,0.34
"id14452",0.64,0.06,0.3
"id14453",0.48,0.06,0.46
"id14466",0.54,0.46,0
"id14467",0.62,0.24,0.14
"id14474",0.58,0.14,0.28
"id14478",0.14,0.14,0.72
"id14480",1,0,0
"id14481",0.22,0.74,0.04
"id14482",0.92,0.06,0.02
"id14485",0.34,0.5,0.16
"id14487",0.8,0.2,0
"id14489",0.68,0.24,0.08
"id14491",0.42,0.56,0.02
"id14493",0.56,0.16,0.28
"id14495",0.46,0.1,0.44
"id14497",0.16,0.16,0.68
"id14500",0.46,0,0.54
"id14502",0.46,0.28,0.26
"id14504",0.8,0.18,0.02
"id14506",0.88,0.12,0
"id14507",0.68,0.16,0.16
"id14513",0.86,0.06,0.08
"id14516",0.66,0.26,0.08
"id14517",0.42,0.52,0.06
"id14518",0.72,0.08,0.2
"id14525",0.6,0.1,0.3
"id14526",0.5,0.04,0.46
"id14528",0.82,0.08,0.1
"id14533",0.44,0.5,0.06
"id14534",1,0,0
"id14537",0.92,0.02,0.06
"id14544",0.56,0.26,0.18
"id14546",0.38,0.22,0.4
"id14549",0.72,0.06,0.22
"id14555",0.58,0.04,0.38
"id14561",0.16,0.3,0.54
"id14564",0.38,0.16,0.46
"id14568",0.94,0,0.06
"id14570",0.8,0,0.2
"id14574",0.38,0.12,0.5
"id14577",0.76,0.2,0.04
"id14580",0.44,0.3,0.26
"id14584",0.82,0.16,0.02
"id14588",0.76,0.22,0.02
"id14594",0.12,0.82,0.06
"id14595",0.68,0.32,0
"id14597",0.4,0.56,0.04
"id14601",0.14,0.68,0.18
"id14605",0.66,0.02,0.32
"id14606",0.82,0.14,0.04
"id14612",0.1,0.26,0.64
"id14616",0.6,0.04,0.36
"id14617",0.22,0.56,0.22
"id14618",0.52,0.46,0.02
"id14623",0.54,0.28,0.18
"id14630",0.46,0.42,0.12
"id14632",0.56,0.22,0.22
"id14642",0.32,0.38,0.3
"id14643",0.88,0.04,0.08
"id14644",0.7,0.12,0.18
"id14645",0.3,0.52,0.18
"id14650",0.82,0.02,0.16
"id14659",0.66,0.16,0.18
"id14660",0.64,0.26,0.1
"id14665",0.1,0.64,0.26
"id14666",0.42,0.42,0.16
"id14670",0.82,0.1,0.08
"id14673",0.94,0,0.06
"id14677",0.16,0.6,0.24
"id14680",0.42,0.42,0.16
"id14683",0.32,0.58,0.1
"id14684",0.28,0.2,0.52
"id14685",0.28,0.5,0.22
"id14688",0.62,0.32,0.06
"id14689",0.28,0.62,0.1
"id14690",0.66,0,0.34
"id14691",0.32,0.46,0.22
"id14694",0.74,0.2,0.06
"id14695",0.16,0.82,0.02
"id14696",0.44,0.4,0.16
"id14699",0.36,0.56,0.08
"id14700",0.86,0.06,0.08
"id14703",0.5,0.08,0.42
"id14707",0.36,0.38,0.26
"id14709",0.68,0.1,0.22
"id14711",0.48,0.42,0.1
"id14712",0.54,0.46,0
"id14713",0.46,0.04,0.5
"id14714",0.12,0.66,0.22
"id14718",0.12,0.04,0.84
"id14721",0.7,0.16,0.14
"id14722",0.7,0.18,0.12
"id14725",0.3,0.12,0.58
"id14734",0.68,0,0.32
"id14736",0.28,0.5,0.22
"id14739",0.56,0.26,0.18
"id14740",0.54,0.32,0.14
"id14741",0.56,0.02,0.42
"id14742",0.42,0.1,0.48
"id14748",0.32,0.18,0.5
"id14752",0.6,0.32,0.08
"id14755",0.6,0.18,0.22
"id14758",0.24,0.62,0.14
"id14760",0.36,0.38,0.26
"id14765",0.94,0,0.06
"id14766",0.36,0.64,0
"id14768",0.82,0.14,0.04
"id14774",0.52,0.46,0.02
"id14779",0.98,0,0.02
"id14780",0.24,0.72,0.04
"id14784",0.6,0.06,0.34
"id14786",0.56,0.22,0.22
"id14788",0.46,0.42,0.12
"id14790",0.98,0.02,0
"id14793",0.14,0.2,0.66
"id14796",0.54,0.44,0.02
"id14797",0.42,0.12,0.46
"id14801",0.6,0.24,0.16
"id14803",0.18,0.02,0.8
"id14809",0.14,0.16,0.7
"id14810",0.72,0.04,0.24
"id14811",0.42,0.48,0.1
"id14817",0.38,0.42,0.2
"id14818",0.66,0.18,0.16
"id14824",0.26,0.48,0.26
"id14825",0.34,0.1,0.56
"id14827",0.9,0.06,0.04
"id14828",0.12,0.66,0.22
"id14829",0.32,0.64,0.04
"id14833",0.4,0.2,0.4
"id14835",0.62,0.04,0.34
"id14841",0.62,0.36,0.02
"id14842",0.18,0.26,0.56
"id14844",0.44,0.26,0.3
"id14850",0.44,0.52,0.04
"id14852",0.7,0.04,0.26
"id14853",0.36,0.24,0.4
"id14854",0.66,0.16,0.18
"id14861",0.32,0.6,0.08
"id14864",0.7,0,0.3
"id14866",0.9,0.08,0.02
"id14867",0.64,0.22,0.14
"id14868",0.38,0.26,0.36
"id14869",0.52,0.42,0.06
"id14872",1,0,0
"id14873",0.9,0.02,0.08
"id14884",0.5,0.3,0.2
"id14891",0.4,0.46,0.14
"id14893",0.72,0.2,0.08
"id14895",0.86,0.14,0
"id14896",0.34,0.08,0.58
"id14901",0.56,0.18,0.26
"id14903",0.98,0,0.02
"id14904",0.34,0.56,0.1
"id14907",0.58,0,0.42
"id14908",0.24,0.58,0.18
"id14912",0.38,0.02,0.6
"id14913",0.22,0.24,0.54
"id14915",0.1,0.78,0.12
"id14916",0.42,0.32,0.26
"id14918",0.52,0.24,0.24
"id14925",0.3,0.06,0.64
"id14929",0.74,0.16,0.1
"id14936",0.08,0.68,0.24
"id14939",0.88,0.08,0.04
"id14940",0.26,0.5,0.24
"id14943",1,0,0
"id14949",0.24,0.7,0.06
"id14950",0.48,0.06,0.46
"id14953",0.5,0.46,0.04
"id14958",0.12,0.22,0.66
"id14961",0.48,0.14,0.38
"id14964",0.6,0.12,0.28
"id14975",0.54,0.2,0.26
"id14976",0.5,0.42,0.08
"id14979",0.28,0.68,0.04
"id14980",0.62,0.2,0.18
"id14982",0.68,0.2,0.12
"id14983",0.7,0.22,0.08
"id14986",0.56,0.24,0.2
"id14988",0.46,0.24,0.3
"id14992",0.44,0.3,0.26
"id14997",0.3,0.18,0.52
"id15002",0.74,0.22,0.04
"id15003",0.4,0.16,0.44
"id15008",0.92,0,0.08
"id15009",0.7,0.14,0.16
"id15011",0.22,0.74,0.04
"id15012",0.7,0.06,0.24
"id15017",0.5,0.28,0.22
"id15018",0.78,0.22,0
"id15022",0.48,0.12,0.4
"id15030",0.12,0.48,0.4
"id15031",1,0,0
"id15036",0.34,0.54,0.12
"id15045",0.42,0.4,0.18
"id15047",0.36,0.14,0.5
"id15050",0.64,0.06,0.3
"id15051",0.3,0.3,0.4
"id15052",0.96,0,0.04
"id15060",0.8,0.02,0.18
"id15065",0.16,0.62,0.22
"id15068",0.82,0.12,0.06
"id15069",0.58,0.3,0.12
"id15070",0.72,0.14,0.14
"id15071",0.12,0.72,0.16
"id15075",0.78,0.06,0.16
"id15081",0.18,0.28,0.54
"id15082",0.12,0.78,0.1
"id15085",0.22,0.54,0.24
"id15086",0.68,0.1,0.22
"id15087",0.6,0.32,0.08
"id15089",0.54,0.42,0.04
"id15091",0.96,0.04,0
"id15093",0.7,0.26,0.04
"id15096",0.24,0.12,0.64
"id15099",1,0,0
"id15104",0.52,0.26,0.22
"id15106",0.96,0.02,0.02
"id15108",0.84,0.02,0.14
"id15112",1,0,0
"id15113",0.46,0.26,0.28
"id15114",0.58,0.22,0.2
"id15115",0.54,0.08,0.38
"id15117",0.54,0.06,0.4
"id15119",0.46,0.44,0.1
"id15120",0.4,0.08,0.52
"id15122",0.84,0,0.16
"id15124",0.6,0.04,0.36
"id15125",0.3,0.44,0.26
"id15128",0.6,0.38,0.02
"id15129",0.16,0.28,0.56
"id15131",0.38,0.34,0.28
"id15135",0.52,0.14,0.34
"id15137",0.3,0.54,0.16
"id15139",0.28,0.1,0.62
"id15144",0.66,0.32,0.02
"id15146",0.92,0.02,0.06
"id15147",0.44,0.18,0.38
"id15153",0.18,0.4,0.42
"id15157",0.36,0.3,0.34
"id15163",0.22,0.58,0.2
"id15164",0.58,0.2,0.22
"id15169",0.76,0.14,0.1
"id15170",0.66,0.22,0.12
"id15173",0.36,0.56,0.08
"id15180",0.42,0.2,0.38
"id15181",0.2,0.8,0
"id15184",0.48,0.4,0.12
"id15190",0.72,0.18,0.1
"id15193",0.08,0.7,0.22
"id15194",0.4,0.36,0.24
"id15200",0.8,0.02,0.18
"id15201",0.46,0.04,0.5
"id15209",0.8,0.1,0.1
"id15211",0.04,0.78,0.18
"id15215",0.34,0.64,0.02
"id15220",0.08,0.86,0.06
"id15224",0.24,0.28,0.48
"id15229",0.94,0,0.06
"id15231",0.36,0.4,0.24
"id15233",0.26,0.72,0.02
"id15234",0.94,0.04,0.02
"id15236",0.1,0.68,0.22
"id15237",0.54,0.38,0.08
"id15238",0.68,0.02,0.3
"id15239",0.4,0.02,0.58
"id15242",0.76,0.24,0
"id15243",0.54,0.38,0.08
"id15248",0.76,0.2,0.04
"id15249",0.36,0.46,0.18
"id15251",0.5,0.36,0.14
"id15260",0.58,0.18,0.24
"id15264",0.24,0.58,0.18
"id15271",0.58,0.24,0.18
"id15277",0.3,0.26,0.44
"id15285",0.64,0.16,0.2
"id15288",0.3,0.06,0.64
"id15290",0.64,0.36,0
"id15302",0.26,0.22,0.52
"id15303",0.54,0.4,0.06
"id15310",0.26,0.54,0.2
"id15319",0.94,0.06,0
"id15320",0.12,0.18,0.7
"id15323",0.58,0.3,0.12
"id15327",0.16,0.52,0.32
"id15329",0.88,0.06,0.06
"id15332",0.2,0.46,0.34
"id15333",1,0,0
"id15335",0.36,0.28,0.36
"id15336",0.3,0.48,0.22
"id15340",1,0,0
"id15341",0.52,0.32,0.16
"id15349",0.08,0.34,0.58
"id15351",0.3,0.06,0.64
"id15355",0.8,0.12,0.08
"id15359",0.66,0.06,0.28
"id15361",0.06,0.1,0.84
"id15362",0.68,0.08,0.24
"id15363",0.9,0.08,0.02
"id15364",0.54,0.42,0.04
"id15375",0.56,0.12,0.32
"id15377",0.48,0.5,0.02
"id15378",0.72,0.2,0.08
"id15381",0.32,0.34,0.34
"id15384",0.54,0.3,0.16
"id15386",0.86,0.14,0
"id15388",0.18,0.12,0.7
"id15392",0.72,0.14,0.14
"id15394",0.4,0.38,0.22
"id15402",0.88,0,0.12
"id15404",0.2,0.28,0.52
"id15412",0.74,0.04,0.22
"id15414",0.3,0.04,0.66
"id15420",1,0,0
"id15427",0.68,0.24,0.08
"id15428",0.7,0.2,0.1
"id15429",0.5,0.36,0.14
"id15430",0.66,0.3,0.04
"id15437",0.72,0.28,0
"id15438",0.72,0.06,0.22
"id15441",0.48,0.22,0.3
"id15442",0.74,0.2,0.06
"id15448",0.34,0.1,0.56
"id15449",0.44,0.24,0.32
"id15450",0.2,0.14,0.66
"id15456",0.42,0.44,0.14
"id15458",0.44,0.38,0.18
"id15459",0.3,0.58,0.12
"id15460",0.36,0.56,0.08
"id15469",0.38,0.04,0.58
"id15471",0.62,0.38,0
"id15476",0.3,0.68,0.02
"id15479",0.7,0.1,0.2
"id15481",0.12,0.46,0.42
"id15482",0.32,0.14,0.54
"id15483",0.82,0.06,0.12
"id15488",0.54,0.2,0.26
"id15496",0.52,0.46,0.02
"id15497",0.54,0.34,0.12
"id15502",0.8,0.04,0.16
"id15503",0.68,0.3,0.02
"id15505",0.46,0.42,0.12
"id15513",0.36,0.58,0.06
"id15518",0.48,0.32,0.2
"id15521",0.92,0.06,0.02
"id15526",0.3,0.14,0.56
"id15529",0.7,0.2,0.1
"id15530",0.84,0.04,0.12
"id15539",0.26,0.42,0.32
"id15540",0.52,0.32,0.16
"id15541",0.14,0.28,0.58
"id15543",0.5,0.34,0.16
"id15544",0.38,0.08,0.54
"id15545",0.3,0.58,0.12
"id15546",0.28,0.1,0.62
"id15549",0.44,0.44,0.12
"id15552",0.06,0.8,0.14
"id15553",0.56,0.12,0.32
"id15560",0.74,0.08,0.18
"id15563",0.78,0.14,0.08
"id15569",0.48,0.22,0.3
"id15571",0.24,0.62,0.14
"id15572",0.86,0.08,0.06
"id15575",0.54,0.24,0.22
"id15579",0.24,0.24,0.52
"id15582",0.58,0.18,0.24
"id15583",0.2,0.58,0.22
"id15590",0.48,0.04,0.48
"id15591",0.8,0.2,0
"id15602",0.58,0.2,0.22
"id15605",0.54,0.1,0.36
"id15608",0.26,0.3,0.44
"id15609",0.76,0.14,0.1
"id15611",0.68,0.32,0
"id15612",0.62,0.18,0.2
"id15614",0.46,0.44,0.1
"id15616",0.18,0.26,0.56
"id15623",0.58,0.06,0.36
"id15624",0.8,0.14,0.06
"id15625",0.52,0.4,0.08
"id15626",0.58,0.02,0.4
"id15631",0.46,0.52,0.02
"id15633",0.94,0.06,0
"id15645",0.74,0.2,0.06
"id15653",0.44,0.56,0
"id15654",0.62,0.08,0.3
"id15655",0.52,0.02,0.46
"id15659",0.68,0.04,0.28
"id15664",1,0,0
"id15666",0.88,0.04,0.08
"id15667",0.62,0.32,0.06
"id15672",0.38,0.34,0.28
"id15673",0.46,0.22,0.32
"id15677",0.72,0.14,0.14
"id15678",0.4,0.14,0.46
"id15682",0.7,0.08,0.22
"id15684",0.3,0.62,0.08
"id15685",0.52,0.44,0.04
"id15687",0.4,0.56,0.04
"id15688",0.9,0.06,0.04
"id15690",0.2,0.3,0.5
"id15697",0.12,0.32,0.56
"id15707",0.12,0.3,0.58
"id15708",0.74,0.26,0
"id15715",0.16,0.46,0.38
"id15716",0.36,0.14,0.5
"id15718",0.18,0.32,0.5
"id15719",0.38,0.36,0.26
"id15721",0.68,0.28,0.04
"id15723",0.66,0,0.34
"id15724",0.28,0.44,0.28
"id15726",0.86,0,0.14
"id15727",0.48,0.2,0.32
"id15732",0.58,0.4,0.02
"id15733",0.2,0.76,0.04
"id15734",0.8,0.04,0.16
"id15738",0.4,0.24,0.36
"id15742",0.52,0.06,0.42
"id15748",0.52,0.36,0.12
"id15751",0.56,0.22,0.22
"id15752",0.92,0.02,0.06
"id15753",0.62,0.32,0.06
"id15758",0.66,0.04,0.3
"id15763",0.2,0.7,0.1
"id15765",0.48,0.12,0.4
"id15776",0.8,0.08,0.12
"id15777",0.62,0.08,0.3
"id15781",0.44,0.46,0.1
"id15785",0.28,0.14,0.58
"id15791",0.14,0.06,0.8
"id15793",0.34,0.34,0.32
"id15794",0.4,0.54,0.06
"id15798",0.64,0.22,0.14
"id15799",0.24,0.62,0.14
"id15800",0.46,0.46,0.08
"id15801",0.62,0.02,0.36
"id15804",0.5,0.42,0.08
"id15814",0.28,0.44,0.28
"id15815",0.58,0.2,0.22
"id15820",0.94,0,0.06
"id15823",0.18,0.02,0.8
"id15831",0.82,0.1,0.08
"id15832",0.44,0.4,0.16
"id15834",0.46,0.32,0.22
"id15836",0.48,0.38,0.14
"id15837",0.74,0.02,0.24
"id15839",0.76,0.04,0.2
"id15840",0.94,0.04,0.02
"id15841",0.4,0.4,0.2
"id15844",0.34,0.58,0.08
"id15847",0.26,0.06,0.68
"id15854",0.36,0.16,0.48
"id15857",0.62,0.12,0.26
"id15858",0.66,0.24,0.1
"id15865",0.38,0.56,0.06
"id15866",0.46,0.22,0.32
"id15867",0.36,0.46,0.18
"id15868",0.84,0.04,0.12
"id15869",0.28,0.28,0.44
"id15873",0.9,0.06,0.04
"id15875",0.32,0.3,0.38
"id15881",0.32,0.02,0.66
"id15882",0.74,0.02,0.24
"id15887",0.46,0.04,0.5
"id15890",0.36,0.54,0.1
"id15891",0.5,0.34,0.16
"id15894",0.54,0.36,0.1
"id15897",0.58,0.4,0.02
"id15901",0.34,0.08,0.58
"id15906",0.38,0.1,0.52
"id15909",0.84,0.14,0.02
"id15912",0.5,0.18,0.32
"id15914",0.44,0.52,0.04
"id15916",0.8,0.2,0
"id15919",0.5,0.4,0.1
"id15920",0.74,0.2,0.06
"id15921",0.68,0.16,0.16
"id15926",0.58,0.26,0.16
"id15928",0.66,0.02,0.32
"id15929",0.42,0.46,0.12
"id15930",0.5,0.36,0.14
"id15932",0.9,0.08,0.02
"id15937",0.44,0.14,0.42
"id15943",0.28,0.32,0.4
"id15950",0.96,0.02,0.02
"id15951",0.56,0.2,0.24
"id15956",0.66,0,0.34
"id15957",0.4,0.58,0.02
"id15958",0.58,0.06,0.36
"id15960",0.2,0.36,0.44
"id15962",0.68,0.02,0.3
"id15968",0.34,0.26,0.4
"id15976",0.2,0.22,0.58
"id15977",0.28,0.04,0.68
"id15978",0.64,0.1,0.26
"id15980",0.7,0.24,0.06
"id15984",0.78,0.06,0.16
"id15990",0.38,0.18,0.44
"id15993",0.66,0.22,0.12
"id15995",1,0,0
"id15998",0.72,0.2,0.08
"id16000",0.36,0.3,0.34
"id16005",0.2,0.62,0.18
"id16006",0.4,0.36,0.24
"id16007",0.4,0.26,0.34
"id16008",1,0,0
"id16011",0.46,0.04,0.5
"id16015",0.3,0.3,0.4
"id16016",0.32,0.52,0.16
"id16029",0.86,0,0.14
"id16033",0.36,0.24,0.4
"id16035",0.54,0.12,0.34
"id16038",0.88,0.04,0.08
"id16039",1,0,0
"id16042",0.62,0.18,0.2
"id16043",0.22,0.3,0.48
"id16048",0.44,0.54,0.02
"id16051",0.56,0.44,0
"id16052",0.62,0.02,0.36
"id16055",0.22,0.28,0.5
"id16056",0.22,0.4,0.38
"id16059",0.36,0.48,0.16
"id16064",0.12,0.12,0.76
"id16068",0.76,0.08,0.16
"id16071",0.86,0,0.14
"id16075",0.18,0.48,0.34
"id16076",0.34,0.32,0.34
"id16079",0.6,0.24,0.16
"id16082",0.42,0.54,0.04
"id16084",0.32,0.34,0.34
"id16090",0.24,0.66,0.1
"id16091",1,0,0
"id16092",0.18,0.6,0.22
"id16094",0.64,0.2,0.16
"id16095",0.22,0.42,0.36
"id16099",0.84,0.1,0.06
"id16104",0.6,0.3,0.1
"id16105",0.56,0.4,0.04
"id16106",0.32,0.08,0.6
"id16111",0.3,0.5,0.2
"id16113",0.64,0.12,0.24
"id16117",0.44,0.06,0.5
"id16118",0.58,0.14,0.28
"id16121",0.52,0.22,0.26
"id16123",0.78,0.2,0.02
"id16124",0.44,0.04,0.52
"id16127",0.46,0.36,0.18
"id16132",0.96,0.04,0
"id16139",0.44,0,0.56
"id16154",0.84,0,0.16
"id16155",0.6,0.26,0.14
"id16157",0.36,0.22,0.42
"id16158",0.3,0.64,0.06
"id16162",0.74,0.26,0
"id16163",0.56,0,0.44
"id16165",0.36,0.34,0.3
"id16168",0.28,0.52,0.2
"id16173",1,0,0
"id16174",0.1,0.38,0.52
"id16175",0.56,0.2,0.24
"id16177",0.4,0.54,0.06
"id16178",0.16,0.08,0.76
"id16179",0.88,0.12,0
"id16184",0.66,0,0.34
"id16185",0.66,0.12,0.22
"id16187",0.5,0.06,0.44
"id16190",0.9,0.06,0.04
"id16195",0.96,0.04,0
"id16201",0.56,0.22,0.22
"id16202",0.8,0.18,0.02
"id16205",0.54,0.1,0.36
"id16206",0.56,0.22,0.22
"id16208",0.34,0.28,0.38
"id16209",0.86,0.14,0
"id16211",0.58,0.3,0.12
"id16215",0.92,0.08,0
"id16219",0.28,0.02,0.7
"id16226",0.94,0.06,0
"id16227",0.58,0.32,0.1
"id16228",0.66,0.12,0.22
"id16231",0.6,0.32,0.08
"id16232",0.98,0,0.02
"id16235",0.22,0.52,0.26
"id16239",0.38,0.14,0.48
"id16241",0.46,0.14,0.4
"id16244",0.4,0.32,0.28
"id16246",0.2,0.24,0.56
"id16250",0.52,0.38,0.1
"id16261",0.46,0.54,0
"id16264",0.7,0.26,0.04
"id16267",0.84,0.04,0.12
"id16274",0.46,0.46,0.08
"id16277",0.56,0.12,0.32
"id16280",0.06,0.08,0.86
"id16283",1,0,0
"id16284",0.48,0.42,0.1
"id16285",0.66,0.3,0.04
"id16290",0,0.74,0.26
"id16291",0.44,0.44,0.12
"id16295",0.26,0.38,0.36
"id16296",0.42,0.1,0.48
"id16297",0.68,0.26,0.06
"id16298",0.36,0.52,0.12
"id16299",0.76,0.16,0.08
"id16300",0.44,0.32,0.24
"id16304",0.5,0.12,0.38
"id16307",0.4,0.48,0.12
"id16310",0.18,0.18,0.64
"id16311",0.22,0.68,0.1
"id16318",0.64,0.22,0.14
"id16321",0.64,0.26,0.1
"id16324",0.3,0.16,0.54
"id16327",0.5,0.36,0.14
"id16328",0.88,0,0.12
"id16335",0.7,0.04,0.26
"id16338",0.14,0.38,0.48
"id16341",0.2,0.12,0.68
"id16342",0.4,0.36,0.24
"id16344",0.88,0.04,0.08
"id16349",0.88,0.1,0.02
"id16350",0.24,0.7,0.06
"id16352",0.52,0.08,0.4
"id16354",0.68,0.16,0.16
"id16355",0.64,0.1,0.26
"id16356",0.52,0.04,0.44
"id16359",0.58,0.22,0.2
"id16367",0.52,0.48,0
"id16370",0.6,0.2,0.2
"id16384",0.46,0.38,0.16
"id16386",0.24,0.5,0.26
"id16389",0.2,0.6,0.2
"id16390",0.34,0.5,0.16
"id16391",0.34,0.56,0.1
"id16393",0.48,0.36,0.16
"id16398",0.12,0.72,0.16
"id16399",0.76,0.02,0.22
"id16402",0.16,0.28,0.56
"id16409",0.6,0.08,0.32
"id16416",0.24,0.68,0.08
"id16426",0.7,0.14,0.16
"id16427",0.14,0.66,0.2
"id16428",0.92,0,0.08
"id16432",0.5,0.3,0.2
"id16436",0.28,0.64,0.08
"id16438",0.1,0.24,0.66
"id16441",0.58,0.16,0.26
"id16443",0.34,0.04,0.62
"id16445",0.58,0.36,0.06
"id16449",0.44,0.54,0.02
"id16450",0.34,0.54,0.12
"id16451",0.68,0.04,0.28
"id16457",0.54,0,0.46
"id16458",0.92,0.06,0.02
"id16460",0.76,0.18,0.06
"id16462",0.3,0.16,0.54
"id16463",0.4,0.5,0.1
"id16465",0.44,0.4,0.16
"id16468",0.76,0.16,0.08
"id16469",0.72,0.16,0.12
"id16471",0.84,0.08,0.08
"id16473",0.88,0.12,0
"id16474",0.4,0.52,0.08
"id16477",0.34,0.44,0.22
"id16478",0.78,0.22,0
"id16479",0.34,0.54,0.12
"id16481",0.52,0.12,0.36
"id16484",0.94,0.02,0.04
"id16485",0.22,0.76,0.02
"id16486",0.7,0.04,0.26
"id16491",0.8,0.14,0.06
"id16493",0.82,0.06,0.12
"id16495",0.08,0.54,0.38
"id16498",0.84,0.08,0.08
"id16504",0.7,0.24,0.06
"id16505",0.92,0.06,0.02
"id16506",0.74,0.08,0.18
"id16509",0.2,0.18,0.62
"id16510",0.64,0.14,0.22
"id16511",0.28,0.46,0.26
"id16516",0.48,0.1,0.42
"id16521",0.4,0.12,0.48
"id16523",0.54,0.22,0.24
"id16524",0.52,0.16,0.32
"id16525",0.6,0.36,0.04
"id16526",0.08,0.6,0.32
"id16532",0.34,0.54,0.12
"id16542",0.16,0.66,0.18
"id16546",0.44,0.34,0.22
"id16548",0.42,0.3,0.28
"id16549",0.5,0.02,0.48
"id16550",0.36,0.56,0.08
"id16556",0.76,0.16,0.08
"id16557",0.48,0.52,0
"id16558",0.62,0.36,0.02
"id16560",0.58,0.42,0
"id16562",0.84,0.06,0.1
"id16563",0.34,0.24,0.42
"id16566",0.92,0.06,0.02
"id16571",0.46,0.02,0.52
"id16572",0.48,0.34,0.18
"id16578",0.54,0.18,0.28
"id16584",0.34,0.02,0.64
"id16587",1,0,0
"id16591",0.42,0.44,0.14
"id16595",0.48,0.14,0.38
"id16599",0.52,0.24,0.24
"id16604",0.62,0.06,0.32
"id16610",0.58,0.38,0.04
"id16616",0.42,0.02,0.56
"id16617",0.6,0.34,0.06
"id16618",0.2,0.16,0.64
"id16627",0.64,0.26,0.1
"id16638",0.7,0.12,0.18
"id16642",0.56,0.04,0.4
"id16643",0.86,0.02,0.12
"id16645",0.16,0.6,0.24
"id16646",0.48,0.02,0.5
"id16647",0.76,0.14,0.1
"id16649",0.28,0.44,0.28
"id16653",0.96,0.04,0
"id16660",0.9,0.04,0.06
"id16663",0.6,0.06,0.34
"id16667",0.74,0.1,0.16
"id16670",0.96,0.02,0.02
"id16671",0.98,0.02,0
"id16675",0.46,0.26,0.28
"id16677",0.36,0.54,0.1
"id16680",0.48,0.28,0.24
"id16681",0.9,0.06,0.04
"id16688",0.54,0.2,0.26
"id16692",0.46,0.4,0.14
"id16697",0.28,0.54,0.18
"id16698",0.24,0.66,0.1
"id16700",0.38,0.5,0.12
"id16701",0.94,0,0.06
"id16704",0.82,0.08,0.1
"id16708",0.36,0.58,0.06
"id16710",0.38,0.6,0.02
"id16715",0.12,0.16,0.72
"id16716",0.64,0.16,0.2
"id16719",0.84,0.14,0.02
"id16728",0.74,0.26,0
"id16733",0.72,0.26,0.02
"id16734",1,0,0
"id16743",0.3,0.26,0.44
"id16747",0.32,0.02,0.66
"id16749",0.34,0.16,0.5
"id16756",0.12,0.2,0.68
"id16758",0.26,0.62,0.12
"id16759",0.44,0.5,0.06
"id16765",0.76,0.16,0.08
"id16766",0.68,0.06,0.26
"id16767",0.84,0.12,0.04
"id16773",0.52,0.1,0.38
"id16776",0.2,0.58,0.22
"id16781",1,0,0
